player_name,player_team_id,player_position_id,rank_ecr,pos_rank,projected_points
Messiah Swinson,CAR,TE,105,TE105,0.2
Tanner McLachlan,CIN,TE,106,TE106,0.2
Dallin Holker,NO,TE,107,TE107,0.2
Travis Vokolek,ARI,TE,108,TE108,0.1
Moral Stephens,FA,TE,109,TE109,0.0
Colson Yankoff,WAS,TE,110,TE110,0.0
Tanner Conner,MIA,TE,111,TE111,0.0
Cameron Latu,CLE,TE,112,TE112,0.0
David Martin-Robinson,TEN,TE,113,TE113,0.0
Cole Turner,WAS,TE,114,TE114,0.0
Rodney Williams,PIT,TE,115,TE115,0.0
Cincinnati Bengals,CIN,DST,1,DST1,8.7
New Orleans Saints,NO,DST,2,DST2,8.3
Chicago Bears,CHI,DST,3,DST3,8.1
San Francisco 49ers,SF,DST,4,DST4,7.9
Seattle Seahawks,SEA,DST,5,DST5,7.8
Dallas Cowboys,DAL,DST,6,DST6,7.7
Minnesota Vikings,MIN,DST,7,DST7,7.7
Cleveland Browns,CLE,DST,8,DST8,7.6
Tampa Bay Buccaneers,TB,DST,9,DST9,7.6
Los Angeles Chargers,LAC,DST,10,DST10,7.5
Pittsburgh Steelers,PIT,DST,11,DST11,7.3
New York Jets,NYJ,DST,12,DST12,6.9
Atlanta Falcons,ATL,DST,13,DST13,6.8
Buffalo Bills,BUF,DST,14,DST14,6.6
Houston Texans,HOU,DST,15,DST15,6.6
Kansas City Chiefs,KC,DST,16,DST16,6.5
New York Giants,NYG,DST,17,DST17,6.4
Detroit Lions,DET,DST,18,DST18,6.1
Philadelphia Eagles,PHI,DST,19,DST19,6.1
Miami Dolphins,MIA,DST,20,DST20,6.1
Baltimore Ravens,BAL,DST,21,DST21,6.0
Las Vegas Raiders,LV,DST,22,DST22,5.9
Tennessee Titans,TEN,DST,23,DST23,5.8
Denver Broncos,DEN,DST,24,DST24,5.8
Washington Commanders,WAS,DST,25,DST25,5.7
Carolina Panthers,CAR,DST,26,DST26,5.7
Green Bay Packers,GB,DST,27,DST27,5.7
Jacksonville Jaguars,JAC,DST,28,DST28,5.6
Indianapolis Colts,IND,DST,29,DST29,5.4
New England Patriots,NE,DST,30,DST30,5.4
Los Angeles Rams,LAR,DST,31,DST31,5.2
Arizona Cardinals,ARI,DST,32,DST32,4.8
