player_name,player_position_id,rank_ecr,note,tag,recommendation,pos_rank,projected_points,salary
deandrehopkins,WR,28,"Hopkins gutted it out through injury last week with a 65% route run per team dropback rate. Through two games, he has a 29.3% Target share and 35.8% air yard share. Despite being banged up, he still led the team with a 25% first-read share. Hopkins ranks second on the team behind Nick Westbrook-Ikhine in red zone targets. Hopkins will run about 62% of his routes against Denzel Ward (53.3% catch rate and 107.6 passer rating) and Martin Emerson (12.5% catch rate and 39.6 passer rating).Hopkins' practice participation declined throughout the week, which is a terrible sign for Week 3. He started with a full practice on Wednesday before a limited session on Thursday, and he missed Friday's practice. Week 3 Positional Value: low-end WR3/Must-Sit if you have comparable options",,,WR28,12.9,6300.0
terrymclaurin,WR,29,"Terry McLaurin has struggled out of the gate. He has a 15.8% Target share and a 28.5% air yard share. Those numbers aren't frightening, but he also ranks 51st in receiving grade and 43rd in YPRR. That's where the ""oh my"" comes into play. This is probably injury-related and small sample variance, but it's still noteworthy. McLaurin will run about 84% of his routes against Tre'Davious White (75% catch rate and 125.5 passer rating) and Christian Benford (33.3% catch rate and 52.1 passer rating). Week 3 Positional Value: WR3",,,WR29,12.8,5600.0
djmoore,WR,30,"After being shadowed by Jaire Alexander in Week 1, Moore broke out in Week 2. He has a 20.7% Target share, a 32.6% air yard share, 3.25 YPRR, and a 30% first-read share. Moore is tied for the team lead in deep targets, so if Fields is looking to chuck it deep, Moore will be a part of that game plan. Moore will run about 79% of his routes against L'Jarius Sneed (63.6% catch rate and 90.7 passer rating) and Joshua Williams (25% catch rate and 45.8 passer rating). Week 3 Positional Value: WR2/3",start,,WR30,12.7,5700.0
drakelondon,WR,31,"After finishing with a goose egg in Week 1 with only one target, London got things going in Week 2. He commanded a 25% Target share a 30% air yard share, and manufactured 2.09 YPRR. London was the WR19 in fantasy scoring last week. Talent is not a problem for London, but weekly pass game volume and quarterback play definitely are. Against the Lions' stout run defense, the Falcons could be forced to throw more than they want. If that happens, London can post another productive stat line. Last year, he was fifth in receiving grade and 12th in YPRR against zone coverage. London will run about 86% of his routes against Cameron Sutton (66.7% catch rate and 88.9 passer rating) and Jerry Jacobs (73.3% catch rate and 127.5 passer rating). Week 3 Positional Value: WR3 with WR2 upside",start,,WR31,12.6,5000.0
jerryjeudy,WR,32,"Jeudy was slow out the gate with a 15.6% Target share and a 13.0% air yard share (0.76 YPRR), but his underlying usage is very encouraging. While he was not blowing up the boxscore in his first game back, he had an 81% route run per team dropback rate and a 33.0% first-read share. The high route total means he is somewhere close to full health, and the heavy first-read usage foretells that the target volume is coming. The closest receiver to that number for first reads is Sutton at a disappointing 17.2%. Jeudy will run about 73% of his routes from the slot against Kader Kohou (66.9% catch rate and 85.7 passer rating allowed in his career). Week 3 Positional Value: WR2",start,,WR32,12.3,6500.0
jordanaddison,WR,33,"Addison is inching closer weekly to supplanting K.J. Osborn as the team's starter in two wide sets. His route run per team dropback rate increased from 61.7% to 71.7% last week. Addison has drawn only a 12.5% Target share, a 26.2% air yard share, and a 12.3% first-read share despite his 2.15 YPRR. This passing offense heavily flows through Jefferson, and Hockenson is the number two after him, so Addison has his work cut out to possibly supplant Hockenson as the WR2 in the target tree. Addison will run about 73% of his routes against Samuel and Jackson. Week 3 Positional Value: WR3/4",,,WR33,12.2,5500.0
christiankirk,WR,34,"In Week 2, Kirk had a 77.6% route run rate per team drop back, with a 33.3% Target share in Week 2. While his numbers in Week 1 were disappointing, with Zay Jones out this week, Kirk will be a full-time player in two wide receiver sets that likely kicks into the slot when they go three wide. Last year, with Zay Jones out in Week 4, Kirk played 48% of his snaps in the slot and 44% on the perimeter. When he's outside, he'll face Nelson and Griffin, but when he runs from the slot, he will see M.J. Stewart in coverage (Career: 75.7% catch rate and 115.6 passer rating). The injuries to this Texans' secondary will loom large this week. Derek Stingley, Jalen Pitre, and Tavierre Thomas have all been ruled out. Kirk should ball out again this week. Week 3 Positional Value: WR3/4",,,WR34,12.1,5400.0
michaelthomas,WR,35,"If any wide receiver could get shadow coverage from Jaire Alexander, it's probably Thomas. Alexander followed D.J. Moore on 55% of his routes in Week 1. He held Moore to goose eggs across the board with zero targets or receiving yards. Thomas has a 22.9% Target share and 22.3% air-yard share with 1.76 YPRR as the WR41 in fantasy. Thomas has looked like the vintage Thomas. He's been second in command against zone coverage behind only Olave. If Alexander doesn't follow Thomas, he'll run about 72% of his routes against Alexander (75% catch rate and 156.3 passer rating) and Rasul Douglas (63.6% catch rate and 41.9 passer rating). Thomas has been the go to receiver in the red zone (tied for the sixth-most red zone targets in the NFL). Week 3 Positional Value: WR3",,,WR35,11.9,5300.0
jahandotson,WR,36,"Dotson hasn't started the season off strong either. He has a 19.0% Target share and a 24.2% air yard share, but he's done very little with it. Among 60 qualifying wide receivers, Dotson ranks 52nd in receiving grade and 57th in YPRR. Dotson leads the receiving group in weighted opportunity (WOPR). This doesn't feel like the spot where Dotson begins to turn things around. He'll run about half of his routes against Benford and White. Week 3 Positional Value: WR4/5",,,WR36,11.9,4900.0
marquisebrown,WR,38,"Marquise Brown has a 24.6% Target share and a 30.5% air yard share with a 34.9% first read share. Among 60 qualifying wide receivers, he ranks 37th in receiving grade and 41st in YPRR. Dallas has been utilizing Trevon Diggs (25% catch rate and 1.0 passer rating) and Stephon Gilmore (53.8% catch rate and 86.1 passer rating) in man coverage on 49% of their snaps. Last year, among 83 wide receivers, Brown ranked 21st in receiving grade and 31st in YPRR against man coverage. Brown will run about 79% of his routes against Diggs and Gilmore. Week 3 Positional Value: WR4",sit,,WR38,11.4,4900.0
gabedavis,WR,39,"Davis remains Josh Allen's second in command when he looks to go deep. Davis was second on the team in deep targets (sixth-most among wide receivers) last year. This season, he has a 14.8% Target share and a 30.5% air yard share. Davis ranks 26th in receiving grade and 36th in YPRR. We've seen Davis have huge outings when Allen's deep ball is on display, which could easily happen in Week 3. Davis will run about 84% of his routes against Fuller and Forbes. Week 3 Positional Value: WR3 with massive upside",,,WR39,11.3,5800.0
elijahmoore,WR,40,"Moore truthers might have to face tough facts that rookie season Eliah Moore might never return. After two games, he has a 21.7% Target share and 22% TPRR, but he's done very little with the volume. Among 60 qualifying wide receivers, he's 48th in receiving grade and 46th in YPRR. He ranks 42nd in first read share among that same sample of receivers. Watson isn't playing good football, but Moore isn't blowing the doors off so far in 2023. Moore will run about half of his routes against Roger McCreary (50% catch rate and 62.5 passer rating). Week 3 Positional Value: WR4",sit,,WR40,11.1,4700.0
courtlandsutton,WR,41,"Sutton has an 18.2% Target share and a 30.4% air yard share. His first read share (17.2%) and efficiency have been disappointing. Sutton could very well be past his prime at this point. Without Jeudy in the lineup, he was unable to command heavy volume. Among 60 qualifying wide receivers, he ranks 30th in receiving grade and 39th in YPRR. He'll run about 79% of his routes against Xavien Howard (68.8% catch rate and 55.5 passer rating) and Eli Apple (64.3% catch rate and 84.5 passer rating). Week 3 Positional Value: WR4",sit,,WR41,10.8,5100.0
romeodoubs,WR,43,"Doubs has earned a 15.7% Target share and a 19.2% air yard share this season. He's 24th in receiving grade and 47th in YPRR with a 64% route run per team dropback rate. While he opened the season with two scores in Week 1, we can't rely on those touchdowns weekly. We should look elsewhere if we're looking for strong receiving yardage totals to balance out the touchdown valleys. Doubs has surpassed 50 receiving yards in only three career games. I doubt he will make it four this week. Doubs will run about 81% of his routes against Marshon Lattimore (37.5% catch rate and 9.4 passer rating) and Paulson Adebo (55.6% catch rate and 43.5 passer rating). Week 3 Positional Value: WR5",sit,,WR43,10.5,4800.0
jaydenreed,WR,44,"Reed has been incredible on a limited route volume. He's only seen a 57% route run per team dropback rate. Among wide receivers with at least 25 routes (141 WRs), Reed is 24th in Target share (23.5%), third in TPRR (38%), and 17th in YPRR (2.66). Reed's role is holding him back. He's stuck in a part-time slot role on a low-volume passing offense. Until he can break free and become a full-time player, his upside is capped regardless of how good he is on a per-route basis. Reed will run about 65% of his routes against Alontae Taylor (80% catch rate and 105.2 passer rating). Week 3 Positional Value: WR4/5",sit,,WR44,10.4,3800.0
joshreynolds,WR,45,"Reynolds is running hot. He's the WR12 in fantasy after two stellar games. He has a 17.1% Target share and 31.4% air yard share as a trusted weapon for Goff. Reynolds ranks ninth in receiving grade and 14th in YPRR. While I doubt he keeps up this torrid pace all season, we still have to tip the cap to Reynolds. Reynolds has run the team's second-most slot routes to only St. Brown. If St. Brown can't go, don't be surprised if Reynolds sees his slot rate bump even higher (48% slot). Reynolds will run about half of his routes (maybe more) against Dee Alford (85.7% catch rate and 138.4 passer rating). Week 3 Positional Value: WR4 with WR2/3 upside",,,WR45,9.6,4200.0
rashidshaheed,WR,46,"With every passing week, Shaheed continues to prove that his small sample rookie season efficiency majesty isn't a fluke. He has a 14.3% Target share and a 21.0% air yard share as the WR26 in fantasy. His output against zone coverage over the last two seasons has been incredible, with 3.73 and 3.44 YPRR. Shaheed and Olave are Carr's paths to a ceiling performance on the back of deep targets. Shaheed is second on the team with four deep targets. He's also a go-route savant. This season, he's been targeted on 57% of his go routes and leads the team with four go route targets. Shaheed will run about 63% of his routes against Alexander and Douglas. Week 3 Positional Value: WR3/4 with WR2 upside this week",,,WR46,9.6,4200.0
tankdell,WR,47,"Dell was impressive in his first game as a full-time starter last week. He played 79% of the snaps while leading the team with a 21.3% Target share and ranking second to only Collins with a 21.9% first-read share. Dell also led the team in TPRR against zone coverage with 28% (Collins 24%, Woods 16%). Dell will run about 68% of his routes against Campbell and Williams. Don't be surprised if he leads the team in targets again in Week 3. Week 3 Positional Value: WR3/4 with WR2 upside",,,WR47,9.5,3600.0
adamthielen,WR,48,"Thielen came alive in Week 2 with a 27.3% Target share, a 32.4% air yard share, and a 25% TPRR. He finished with 1.5 YPRR and a miniscule 6.4 aDOT. Seattle has utilized zone coverage on 53-71% of their corner's snaps this season. Theilen has shown his age this season against zone with a 7% TPRR, 0.49 YPRR, and 14.2% first-read share. Thielen will run about 76% of his routes against Coby Bryant (85.7% catch rate and 102.4 passer rating). Week 3 Positional Value: WR4",sit,,WR48,9.4,3900.0
jaxonsmith-njigba,WR,49,"Smith-Njigba remains a sit and hold. He's only seen a 60% route per team dropback rate. He's not seeing enough snaps or target volume (16.4%) to overcome his insane 1.6 aDOT. This remains a situation where I believe the team is protecting Smith-Njigba until he's fully healthy, so for now, we watch and wait. Week 3 Positional Value: Must-Sit",sit,,WR49,9.4,4300.0
treylonburks,WR,50,"Burks has been disappointing. He has a 12.1% Target share, a 20.1% air yard share, and an 11.9% first read share (fourth on the team). He's been the team's field stretcher, leading the team with two deep targets (14.4 aDOT). Burks should be a must-sit for most teams. He'll run about 54% of his routes against Ward and Emerson. Week 3 Positional Value: WR5",sit,,WR50,9.4,4300.0
robertwoods,WR,51,"Woods is the third option in this passing attack. Last week, he took over the slot role from Noah Brown (IR). Woods saw a 19.1% Target share and a 24.4% air-yard share with 1.68 YPRR. He was the first read on 18.8% of passing plays. Woods has also been the third option against zone. He'll see Tre Herndon (80% catch rate and 98.3 passer rating) on about 61% of his routes. Week 3 Positional Value: WR4",,,WR51,9.1,4400.0
skyymoore,WR,52,"I wish I could recommend Moore as a start after his 54-yard scamper last week, but I can't. He only has a 63.3% route run per team dropback rate, a 10% Target share, and an 18% air yard share. Moore is tied for fifth on the team with Noah Gray with an 11.1% first-read share. There's nothing here to twist or turn to talk yourself into playing Moore. Could he go off against this burnable secondary? Yep. It's possible, but it's not probable. Week 3 Positional Value: Must-sit",sit,,WR52,9.1,4400.0
kendrickbourne,WR,53,"Bourne saw his playing time dwindle in the first game with Parker back. I was worried he was likely fantasy fool's gold, and that's been proven true already. He had a 46% route run per team dropback in Week 2. Drop him from your rosters. Week 3 Positional Value: Droppable",,,WR53,9.1,5100.0
k.j.osborn,WR,56,"Osborn is the Vikings version of Josh Palmer. He is a dependable veteran who should be pushed aside for the talented rookie in terms of playing time and target rate. Osborn has an 86% route run per team dropback rate and a 13.6% Target share, but he mustered 0.81 YPRR. We know who Osborn is at this juncture. Play the rookie. Week 3 Positional Value: Must-sit / Cut bait",,,WR56,8.9,4000.0
kadariustoney,WR,57,"Toney is now dealing with a toe injury. He didn't practice on Wednesday or Thursday before getting in a limited practice on Friday. Toney has played 25-28% of the snaps weekly, averaging five targets, three receptions, and only 18 receiving yards. He remains banged up, so I doubt his snaps will rise more than previous levels this week. Toney is a touchdown or bust desperation flex play. Even if you're tossing flex darts this week, there are shinier ones in the box to choose from. Week 3 Positional Value: Must-sit",,,WR57,8.8,4600.0
jujusmith-schuster,WR,58,Smith-Schuster remains a part-time player (48% route per team dropback rate in Week 2). He split the RWR role last week with Kendrick Bourne. Feel free to drop him. Week 3 Positional Value: Droppable,sit,,WR58,8.6,4300.0
devanteparker,WR,60,"In his first game of the season, Parker had an 87% route per team dropback rate with a 19.0% Target share and a 13.1% air yard share. Last year, Parker was 32nd in receiving grade, 34th in YPRR, and outside the top 70 wide receivers in route win rate. Parker will run about 65% of his routes against D.J. Reed (71.4% catch rate and 88.7 passer rating). Week 3 Positional Value: WR5/6",,,WR60,8.3,3800.0
christianwatson,WR,61,,,,WR61,8.1,5900.0
darnellmooney,WR,62,Mooney (knee) had back-to-back limited practices to open the week before practicing in full on Friday. Darnell Mooney has only a 10.6% Target share and a 14% TPRR this season. He's the third or possibly fourth option on a struggling passing attack. You likely have stronger flex options this week than Mooney. The Chiefs have allowed the 11th-fewest fantasy points per game to wide receivers. Week 3 Positional Value: Must-sit,,,WR62,8.1,4400.0
donovanpeoples-jones,WR,63,"Peoples-Jones should not be on a fantasy roster now. He's quickly become an afterthought in this offense. Peoples-Jones has an 81% route run per team dropback rate, which is fantastic, but he's only drawn a 7.2% Target share and 7.4% air yard share. He's the fourth or fifth option in a struggling passing attack. Week 3 Positional Value: Droppable",,,WR63,7.9,4100.0
mackhollins,WR,64,,,,WR64,7.9,3500.0
rashodbateman,WR,66,"With Beckham Jr. out, Bateman likely takes over the starting spot outside opposite Zay Flowers. Nelson Agholor worked in last, but he has run 70.4% of his routes from the slot this season (72.2% last week). Agholor and Bateman play two very different roles in this offense. Last week, Bateman ran 80% of his routes on the perimeter. Bateman could be bumped up into a full-time role this week. He saw his route run per team dropback rate increase from 48.4% in Week 1 to 52.5% in Week 2. If we zoom in further, in the second half of last week's game, Bateman ran a route on 75% of the team's dropbacks, which was tied with Mark Andrews for second on the team behind only Flowers. The talent has always been present with Bateman. This week, it looks like we get Bateman finally unleashed in a full-time role. With his 23% TPRR and 2.00 YPRR against zone this year, he could explode this week while running his routes against the burnable perimeter cornerback duo of Flowers and Baker Jr. Week 3 Positional Value: WR3/4 with WR2 upside",,,WR66,7.8,4600.0
joshdowns,WR,67,Downs has managed a 15.3% Target share and 68% route run per team drop back rate. He's only seen a 14.6% first-read share and produced 1.2 YPRR. The matchup is a plus for him this week. He'll run about 89% of his routes against Arthur Maulet (career: 66.7% catch rate and 85.3 passer rating). Downs leads the team with three red zone targets. Week 3 Positional Value: WR4/5 with a good corner matchup,,,WR67,7.6,3500.0
marquezvaldes-scantling,WR,68,Valdes-Scantling is a must-sit. He's been supplanted as the team's deep threat (13.8 aDOT). Last week he had a pretty matchup against a team that struggled against the deep ball and he did nothing. Week 3 Positional Value: Must-sit,,,WR68,7.4,4200.0
curtissamuel,WR,69,"Samuel hasn't crossed 60 receiving yards this season or played more than 65% of the snaps. Asking Sam Howell to support at least or maybe two pass catchers currently is a struggle, much less a tertiary option like Samuel. Samuel has a 12.7% Target share and a 10.4% air yard share while running about 73% of his routes from the slot. He'll see Taron Johnson (2022: 71.8% catch rate and 107.7 passer rating) in coverage for most of the day. The matchup is good, so if you are in a deep league, he's flex-worthy. Samuel popped up on the injury report on Friday (DNP) with a hip injury. He's been listed as questionable. Week 3 Positional Value: Deep league flex play (if active)",,,WR69,7.3,3700.0
michaelgallup,WR,70,"Gallup has become an afterthought in this passing attack. Against zone coverage, he has a 10.5% Target share and a 20.4% air-yard share (0.43 YPRR). Gallup has a 13% first-read share (fourth on the team) against zone. Week 3 Positional Value: Must-sit WR5/6",,,WR70,7.3,3700.0
marvinmimsjr.,WR,71,Mims is unstartable despite last week's 113 receiving-yard performance. He only ran six routes last week. Mims just drew two deep targets (45.0 aDOT) and converted both for 113 receiving yards. Mims isn't playable until the snaps and routes climb. Week 3 Positional Value: Must-Sit,,,WR71,7.3,3900.0
jonathanmingo,WR,72,"Mingo is an interesting dart throw this week. He leads the team with an 18.3% Target share and a 40.5% air yard share. He hasn't been productive with the volume, with only 0.58 YPRR, but there's hope that this week will lead to better results. Mingo is tied with Thielen for the team lead with a 30.3% first-read share. Mingo buries Thielen in first read share against zone coverage with 33.3% (Thielen 14.3%). Mingo will run about 67% of his routes against Devon Witherspoon (60% catch rate and 143.8 passer rating) and Tre Brown (66.7% catch rate and 107.2 passer rating). Week 3 Positional Value: upside WR4",sit,,WR72,7.3,3400.0
rondalemoore,WR,73,,,,WR73,7.2,3200.0
joshuapalmer,WR,74,"Palmer is a must-sit. I probably don't have to tell anyone this, but I thought I'd take a minute to implore the Chargers to take him out of the starting lineup. Palmer is out there running sprints all game and not drawing targets. He has a 64% route run per team dropback rate, but he's only seen an 8.1% Target share and produced 0.31 YPRR. Quentin Johnston needs to get in the lineup because he can offer this offense another playmaking threat. Unfortunately, Palmer, while a solid veteran, simply isn't that. Week 3 Positional Value: Must-sit / Cut bait",,,WR74,7.2,3300.0
allenlazard,WR,76,,,,WR76,6.9,4700.0
brandincooks,WR,78,"Cooks opened the week with a limited practice (knee), but he upgraded to back-to-back full sessions to close the week. Cooks doesn't carry an injury designation into Week 3. This season, in his small sample against zone coverage, Cooks has a 33.3% Target share, a 34.2% air-yard share, and a 40% TPRR (2.1 YPRR). Even going back to last season, Cooks still has the juice to get loose against zone. Last season, once Houston came to their senses and transferred Cooks back to a field stretching role, he crushed against zone. After Week 7, among 68 qualifying wide receivers, Cooks ranked 22nd in receiving grade and 21st in YPRR. Cooks will run about 81% of his routes against Marco Wilson (81.3% catch rate and 139.6 passer rating) and Kei'Trel Clark (66.7% catch rate and 95.8 passer rating). Week 3 Positional Value: WR3/4 with WR2 upside",,,WR78,6.7,5200.0
nickwestbrook-ikhine,WR,79,,,,WR79,6.5,3400.0
djcharkjr.,WR,80,"With Chark, we're in wait-and-see mode. Last week, he only ran a route on 56% of the team's dropbacks with a 3% Target share. We'll see if his snaps are upgraded this week. Week 3 Positional Value: Must-sit",,,WR80,6.5,3800.0
quentinjohnston,WR,81,,,,WR81,6.5,3400.0
rasheerice,WR,82,,,,WR82,6.4,3300.0
alecpierce,WR,83,"Drop Pierce from your rosters. He has commanded only a 6.9% Target share (nice  and a 12.4% air yard share despite running a route on 76.8% of dropbacks. This is not good, Bob. Week 3 Positional Value: Droppable ",,,WR83,6.3,3400.0
michaelwilson,WR,84,,,,WR84,6.2,3400.0
chaseclaypool,WR,87,"Last week, Claypool had a 24.1% Target share, a 41.4% air yard share, and 1.71 YPRR. He was second to only Moore with a 25% first-read share. Claypool has been a disappointing player, with multiple clips of lack-of-effort reps hitting social media. The talent is in there somewhere, but I wonder if we'll ever see it again flourish on an NFL field. Claypool will run about 82% of his routes against Sneed and Williams. Week 3 Positional Value: WR5",,,WR87,5.8,3400.0
braxtonberrios,WR,88,,,,WR88,5.2,3600.0
justinwatson,WR,91,"I know this is a deep pull, but hear me out. Watson leads the team with a 24.6 aDOT. I understand he only has a 38.9% route run per team dropback rate. He has a 10% Target share and a 23% TPRR. Watson has a 67% TPRR on deep routes and leads the team with four deep targets. Playing Watson in a deep league is praying for him to connect on one or two deep shots from Mahomes, which can happen. Chicago has allowed the seventh-highest passer rating, 13th-highest adjusted completion rate, and the 11th-highest yards per attempt on deep targets this season. Week 3 Positional Value: deep league flex or desperation flex play",,,WR91,5.1,3500.0
terracemarshalljr.,WR,92,,,,WR92,5.0,3300.0
nelsonagholor,WR,93,,,,WR93,4.8,3200.0
kalifraymond,WR,94,,,,WR94,4.6,3400.0
marvinjonesjr.,WR,96,"Jones is cooked. He has earned only a 7.1% Target share, an 8.5% air yard share, and produced 0.22 YPRR. Jones shouldn't be on any fantasy roster. Week 3 Positional Value: Must-sit / Cut bait",,,WR96,4.5,3200.0
laviskashenaultjr.,WR,98,,,,WR98,4.4,3200.0
brandonjohnson,WR,99,,,,WR99,4.2,3300.0
demariodouglas,WR,100,,,,WR100,4.2,3000.0
deonteharty,WR,102,,,,WR102,3.7,3100.0
justynross,WR,103,,,,WR103,3.6,3000.0
dontayvionwicks,WR,104,,,,WR104,3.5,3300.0
jalentolbert,WR,105,,,,WR105,3.5,3100.0
cedrictillman,WR,106,,,,WR106,3.4,3000.0
rivercracraft,WR,107,,,,WR107,3.2,3400.0
randallcobb,WR,108,,,,WR108,3.1,3200.0
mecolehardmanjr.,WR,109,,,,WR109,3.1,3300.0
johnmetchie,WR,111,,,,WR111,3.0,3200.0
trentsherfield,WR,112,,,,WR112,3.0,3000.0
devinduvernay,WR,115,,,,WR115,2.8,3100.0
jamalagnew,WR,116,,,,WR116,2.8,3000.0
khalilshakir,WR,117,,,,WR117,2.5,3600.0
samoritoure,WR,118,,,,WR118,2.5,3000.0
lil'jordanhumphrey,WR,120,,,,WR120,2.3,3200.0
chrismoore,WR,121,,,,WR121,2.3,3000.0
dyamibrown,WR,122,,,,WR122,2.3,3100.0
kavontaeturpin,WR,123,,,,WR123,2.2,3000.0
kayshonboutte,WR,124,,,,WR124,2.2,3000.0
isaiahmckenzie,WR,126,,,,WR126,1.7,3000.0
zachpascal,WR,129,,,,WR129,1.7,3000.0
davidbell,WR,131,,,,WR131,1.5,3000.0
tylerscott,WR,133,,,,WR133,1.4,3000.0
erikezukanma,WR,134,,,,WR134,1.4,3000.0
khadarelhodge,WR,136,,,,WR136,1.3,3000.0
marquisegoodwin,WR,138,,,,WR138,1.1,3200.0
xavierhutchinson,WR,140,,,,WR140,0.9,3000.0
trenttaylor,WR,141,,,,WR141,0.8,3000.0
gregdortch,WR,142,,,,WR142,0.8,3100.0
jakebobo,WR,144,,,,WR144,0.6,3000.0
malikheath,WR,145,,,,WR145,0.6,3000.0
keithkirkwood,WR,146,,,,WR146,0.5,3000.0
deriusdavis,WR,148,,,,WR148,0.5,3000.0
kirkmerritt,WR,150,,,,WR150,0.4,3000.0
timjones,WR,151,,,,WR151,0.4,3000.0
byronpringle,WR,152,,,,WR152,0.3,3000.0
juwannwinfree,WR,154,,,,WR154,0.3,3000.0
codythompson,WR,155,,,,WR155,0.3,3000.0
jalenbrooks,WR,156,,,,WR156,0.3,3000.0
antoinegreen,WR,157,,,,WR157,0.3,3000.0
cedrickwilsonjr.,WR,160,,,,WR160,0.2,3000.0
brandonpowell,WR,161,,,,WR161,0.2,3000.0
velusjonesjr.,WR,162,,,,WR162,0.2,3000.0
phillipdorsett,WR,164,,,,WR164,0.2,3000.0
a.t.perry,WR,165,,,,WR165,0.2,3000.0
ihmirsmith-marsette,WR,166,,,,WR166,0.0,3000.0
tylanwallace,WR,167,,,,WR167,0.0,3000.0
mitchelltinsley,WR,168,,,,WR168,0.0,3000.0
parkerwashington,WR,169,,,,WR169,0.0,3000.0
jamisoncrowder,WR,170,,,,WR170,0.0,3000.0
xaviergipson,WR,171,,,,WR171,0.0,3000.0
traviskelce,TE,1,"Kelce played 64% of the snaps last week, and he still led the team with a 22.0% Target share. He had a 36% TPRR and 1.04 YPRR as he drew nine targets. Hopefully, another week post-injury, we see Kelce closer to a full snap share, but even on limited reps, he's still a lock for eight or more targets. The lesson is that if Kelce is active, you play him. End of story. Week 3 Positional Value: Must-start always",,,TE1,18.3,7200.0
markandrews,TE,2,"Last week, in his first game action, Andrews had a 75% route run per team dropback rate, a 24.2% Target share, 27% TPRR, and 1.50 YPRR. As you can see from the above chart, he's the clear number-one option for the team against zone coverage. Andrews should feast this week. Last season, Indy allowed the sixth-highest yards per reception to tight ends. This year, they have permitted the ninth-most receiving yards and 11th-highest yards per reception to the position. Week 3 Positional Value: Top-three TE",,,TE2,13.9,6000.0
t.j.hockenson,TE,3,"Hockenson has a 19.3% Target share, ranking third in receiving grade and ninth in YPRR. He's the TE1 overall in fantasy right now. He faces a Bolts' defense that allowed the 12th-most receiving yards and second-highest yards per reception to tight ends last season. Week 3 Positional Value: Top 3-5 TE",,,TE3,13.8,6500.0
evanengram,TE,6,"Engram has a 17.6% Target share and a 20.7% first-read share. He ranks third in receiving grade and sixth in YPRR among tight ends (minimum six targets). Engram has been stonewalled in the red zone, as only Ridley and Jones have drawn targets inside the 20. Houston is 17th in receiving yards allowed to tight ends, but they have allowed the sixth-highest yards per reception. Week 3 Positional Value: TE1",start,,TE6,10.9,4800.0
samlaporta,TE,8,"Around here, we stan Sammy Ballgame. Don't look now, rookie tight-end haters. LaPorta is the TE6 in fantasy points per game. He's sixth in receiving grade, third in YPRR, and 11th in YAC per reception. Last week, his route run per team dropback rate ranked seventh (78.4%). Last year, Atlanta allowed the seventh-most receiving yards and the fourth-most fantasy points to tight ends. This season, they have surrendered the 11th-most fantasy points to the position. Week 3 Positional Value: Locked-in TE1",,,TE8,9.6,4000.0
davidnjoku,TE,10,"Let's continue our lovely ride on the pain train. Njoku's name value in fantasy circles has eclipsed his production this season. He's currently the TE29 in fantasy points per game, immediately behind Tyler Conklin. He's running a route on 75% of the team dropbacks, but that hasn't helped Watson to look his way. Among 38 qualifying tight ends, he ranks 27th in Target share, 25th in first-read share, and 22nd in YPRR. This could be the matchup to get him going, though. Tennessee has allowed the seventh-most receiving yards and third-highest yards per reception to tight ends. They had similar struggles stopping tight ends last year, giving up the most receiving yards and sixth-highest yards per reception to the position. Week 3 Positional Value: low-end TE1",,,TE10,8.9,4200.0
kylepitts,TE,11,"Pitts has a 16.0% Target share and a 34.0% air-yard share, which sounds great until you realize that Pitts is the TE32 in fantasy points per game. He has not been a priority against zone coverage, ranking third on the team in Target share (14.3%) and fourth in TPRR (15%). Sadly, his TPRR ranks immediately behind fellow tight end Jonnu Smith. Detroit gave up a ton of production to tight ends last season, but that all came against inline tight ends. Against slot tight ends, they allowed the fourth-fewest fantasy points (Pitts 50% slot). Week 3 Positional Value: TE2 that can pop off as a TE1 in any week",sit,,TE11,8.8,3900.0
hunterhenry,TE,12,"Henry is the TE2 in fantasy, which is more telling about the position this season than Henry's performance. Henry has a 65% route run per team dropback rate and a 13.5% Target share. Don't get me wrong. He has been solid, but not TE2 overall spectacular. Henry is seventh in receiving grade and 12th in YPRR. Last year, New York allowed the ninth-highest yards per reception, sixth-most receiving yards, and the ninth-most fantasy points to tight ends. All of this sounds fantastic, but also remember Henry hasn't crossed the 30-yard receiving threshold in his last two meetings against this defense. Week 3 Positional Value: low-end TE1/high-end TE2",start,,TE12,8.7,4100.0
zachertz,TE,14,"Ertz has a 78.5% route run per team dropback rate with a 29.5% Target share, a 27.0% air yard share, and a 30.2% first-read share. He ranks 23rd in receiving grade and seventh in YPRR (minimum six targets). Last year, Dallas allowed the sixth-lowest receiving yards and second-lowest yards per reception to tight ends. Week 3 Positional Value: volume-based TE2 with low-end TE1 upside",,,TE14,8.6,3500.0
jakeferguson,TE,15,"Ferguson has only a 46.2% route run per team dropback rate. He's seen a 15.9% Target share with a 33% TPRR. Ferguson leads the NFL with seven red zone targets. His touchdown equity in this offense is massive. Last year, Arizona allowed the most receiving touchdowns to tight ends. This season, they have given up the third-most receiving yards and fifth-highest yards per reception to the position. Week 3 Positional Value: TE2 matchup-based streaming option",sit,,TE15,8.6,3600.0
daltonkincaid,TE,16,"Kincaid has mustered a 13.5% Target share and an 8.7% air-yard share while running 55% of his routes from the slot. He is third on the team with two red zone targets. Among 34 qualifying tight ends, he is 20th in receiving grade and 16th in YPRR. Much like with Knox, this isn't the week to play Kincaid. Week 3 Positional Value: Must-sit TE2",sit,,TE16,8.2,3400.0
