player_name,player_team_id,player_position_id,rank_ecr,pos_rank,projected_points
Cameron Latu,CLE,TE,111,TE111,0.0
David Martin-Robinson,TEN,TE,112,TE112,0.0
Cincinnati Bengals,CIN,DST,1,DST1,8.4
New Orleans Saints,NO,DST,2,DST2,7.9
Chicago Bears,CHI,DST,3,DST3,7.4
San Francisco 49ers,SF,DST,4,DST4,7.3
Seattle Seahawks,SEA,DST,5,DST5,7.2
Dallas Cowboys,DAL,DST,6,DST6,7.2
Minnesota Vikings,MIN,DST,7,DST7,7.2
Cleveland Browns,CLE,DST,8,DST8,7.0
Tampa Bay Buccaneers,TB,DST,9,DST9,7.0
Los Angeles Chargers,LAC,DST,10,DST10,6.7
Pittsburgh Steelers,PIT,DST,11,DST11,6.7
New York Jets,NYJ,DST,12,DST12,6.3
Atlanta Falcons,ATL,DST,13,DST13,6.3
Buffalo Bills,BUF,DST,14,DST14,6.1
Houston Texans,HOU,DST,15,DST15,6.1
Kansas City Chiefs,KC,DST,16,DST16,6.0
New York Giants,NYG,DST,17,DST17,6.0
Detroit Lions,DET,DST,18,DST18,5.9
Philadelphia Eagles,PHI,DST,19,DST19,5.9
Miami Dolphins,MIA,DST,20,DST20,5.8
Baltimore Ravens,BAL,DST,21,DST21,5.8
Las Vegas Raiders,LV,DST,22,DST22,5.8
Tennessee Titans,TEN,DST,23,DST23,5.8
Denver Broncos,DEN,DST,24,DST24,5.6
Washington Commanders,WAS,DST,25,DST25,5.6
Carolina Panthers,CAR,DST,26,DST26,5.6
Green Bay Packers,GB,DST,27,DST27,5.5
Jacksonville Jaguars,JAC,DST,28,DST28,5.5
Indianapolis Colts,IND,DST,29,DST29,5.4
New England Patriots,NE,DST,30,DST30,5.4
Los Angeles Rams,LAR,DST,31,DST31,5.3
Arizona Cardinals,ARI,DST,32,DST32,5.0
