player_name,dk_player_id,draftable_id,player_position_id,player_team_id,pos_rank,position,projected_points,rank_ecr,salary,team_abbreviation
jimmygaroppolo,555358.0,40972229.0,QB,LAR,QB51,QB,0.4,51.0,4000.0,LAR
jimmyhorn,1322393.0,40973244.0,WR,CAR,WR116,WR,2.3,116.0,3000.0,CAR
jjmccarthy,1287599.0,40973199.0,66.0,,,QB,,,4700.0,MIN
jkdobbins,976513.0,40972570.0,67.0,,,RB,,,4000.0,DEN
joelwilson,1123364.0,40972747.0,69.0,,,TE,,,2500.0,TEN
joemixon,820727.0,40972332.0,67.0,,,RB,,,4900.0,HOU
johnbates,944038.0,40972537.0,TE,WAS,TE67,TE,1.9,67.0,2500.0,WAS
johnjiles,1478205.0,40973321.0,68.0,,,WR,,,3000.0,NE
johnmetchie,1160348.0,40972829.0,WR,NYJ,WR46,WR,9.2,46.0,3800.0,NYJ
johnnymundt,740704.0,40972296.0,TE,JAC,TE57,TE,2.3,57.0,2500.0,JAX
johnrhysplumlee,1176792.0,40972952.0,68.0,,,WR,,,3000.0,PIT
johnwolford,836347.0,40972375.0,66.0,,,QB,,,4000.0,MIN
jonathantaylor,1065406.0,40972639.0,RB,IND,RB3,RB,20.4,3.0,9800.0,IND
jonathanward,912553.0,40972492.0,67.0,,,RB,,,4000.0,NE
jonathonbrooks,1326601.0,40973260.0,67.0,,,RB,,,4000.0,CAR
jonnusmith,743749.0,40972306.0,TE,PIT,TE34,TE,5.3,34.0,2900.0,PIT
jordanaddison,1214250.0,40973027.0,WR,MIN,WR49,WR,8.8,49.0,5100.0,MIN
jordanakins,838396.0,40972388.0,69.0,,,TE,,,2500.0,JAX
jordanjames,1400657.0,40973309.0,67.0,,,RB,,,4000.0,SF
jordanmason,1116001.0,40972707.0,RB,MIN,RB48,RB,5.9,48.0,5100.0,MIN
jordanmims,976797.0,40972576.0,67.0,,,RB,,,4000.0,TEN
jordanwatkins,1222835.0,40973076.0,68.0,,,WR,,,3000.0,SF
jordanwhittington,1163273.0,40972852.0,WR,LAR,WR96,WR,3.9,96.0,3000.0,LAR
joshallen,868199.0,40972418.0,QB,BUF,QB2,QB,21.9,2.0,7500.0,BUF
joshdowns,1215077.0,40973042.0,WR,IND,WR55,WR,8.5,55.0,4200.0,IND
joshjohnson,273278.0,40972211.0,66.0,,,QB,,,4000.0,WAS
joshkelly,1170921.0,40972910.0,68.0,,,WR,,,3000.0,HOU
josholiver,881779.0,40972444.0,TE,MIN,TE62,TE,2.1,62.0,2500.0,MIN
joshreynolds,822367.0,40972338.0,68.0,,,WR,,,3000.0,NYJ
joshuacephus,1178557.0,40972954.0,68.0,,,WR,,,3000.0,JAX
joshuadobbs,741262.0,40972298.0,QB,NE,QB46,QB,0.4,46.0,4000.0,NE
joshuapalmer,1059612.0,40972617.0,WR,BUF,WR81,WR,5.8,81.0,3600.0,BUF
joshuasimon,1166335.0,40972890.0,69.0,,,TE,,,2500.0,ATL
joshwilliams,1172990.0,40972923.0,67.0,,,RB,,,4000.0,TB
josiahdeguara,866149.0,40972407.0,TE,ARI,TE88,TE,0.8,88.0,2500.0,ARI
julianhill,1123630.0,40972755.0,TE,MIA,TE64,TE,2.0,64.0,2500.0,MIA
juliuschestnut,1125846.0,40972774.0,RB,TEN,RB93,RB,0.5,93.0,4000.0,TEN
juniorbergen,1326964.0,40973264.0,68.0,,,WR,,,3000.0,SF
justinfields,1110681.0,40972693.0,QB,NYJ,QB38,QB,0.5,38.0,4300.0,NYJ
justinherbert,910562.0,40972472.0,QB,LAC,QB7,QB,19.2,7.0,6500.0,LAC
justinjefferson,1069535.0,40972648.0,WR,MIN,WR19,WR,13.4,19.0,7100.0,MIN
justinshorter,1121887.0,40972733.0,68.0,,,WR,,,3000.0,LV
justinwatson,832220.0,40972359.0,68.0,,,WR,,,3000.0,HOU
juwanjohnson,884609.0,40972461.0,TE,NO,TE12,TE,10.0,12.0,4200.0,NO
kadendavis,1386002.0,40973293.0,68.0,,,WR,,,3000.0,CLE
kalebjohnson,1381902.0,40973283.0,RB,PIT,RB75,RB,1.2,75.0,4000.0,PIT
kalelmullings,1229673.0,40973123.0,RB,TEN,RB115,RB,0.0,115.0,4000.0,TEN
kameronjohnson,1412326.0,40973311.0,WR,TB,WR142,WR,0.3,142.0,3000.0,TB
kayshonboutte,1213362.0,40972995.0,WR,NE,WR52,WR,8.7,52.0,4700.0,NE
keandrelambertsmith,1214405.0,40973029.0,68.0,,,WR,,,3000.0,LAC
kedonslovis,1161818.0,40972842.0,66.0,,,QB,,,4000.0,ARI
keenanallen,557210.0,40972232.0,WR,LAC,WR36,WR,10.5,36.0,5000.0,LAC
kelekilatu,1323906.0,40973252.0,TE,BUF,TE91,TE,0.7,91.0,2500.0,BUF
kendremiller,1213867.0,40973009.0,67.0,,,RB,,,4000.0,NO
kendrickbourne,754412.0,40972324.0,WR,SF,WR111,WR,2.7,111.0,3800.0,SF
kenenwangwu,946748.0,40972547.0,RB,NYJ,RB106,RB,0.0,106.0,4000.0,NYJ
kennethgainwell,1130705.0,40972812.0,RB,PIT,RB29,RB,10.6,29.0,5300.0,PIT
kennethwalker,1164402.0,40972862.0,RB,SEA,RB20,RB,12.8,20.0,5300.0,SEA
kennymcintosh,1172050.0,40972915.0,67.0,,,RB,,,4000.0,SEA
kennypickett,976924.0,40972580.0,QB,LV,QB42,QB,0.5,42.0,4000.0,LV
keoncoleman,1322431.0,40973246.0,WR,BUF,WR107,WR,2.9,107.0,3500.0,BUF
keshawnwilliams,1232057.0,40973133.0,68.0,,,WR,,,3000.0,PIT
kevinaustin,1130526.0,40972804.0,WR,NO,WR143,WR,0.3,143.0,3000.0,NO
khadarelhodge,757521.0,40972326.0,68.0,,,WR,,,3000.0,ATL
khalilherbert,935104.0,40972531.0,67.0,,,RB,,,4000.0,NYJ
khalilshakir,1130603.0,40972810.0,WR,BUF,WR25,WR,12.7,25.0,5500.0,BUF
kimanividal,1214824.0,40973037.0,RB,LAC,RB21,RB,12.3,21.0,5700.0,LAC
kirkcousins,403308.0,40972218.0,QB,ATL,QB28,QB,13.1,28.0,4800.0,ATL
kokieft,911239.0,40972481.0,69.0,,,TE,,,2500.0,TB
konatamumpfield,1289332.0,40973216.0,WR,LAR,WR114,WR,2.5,114.0,3000.0,LAR
kristianwilkerson,875523.0,40972421.0,68.0,,,WR,,,3000.0,TEN
kurtisrourke,1166989.0,40972894.0,66.0,,,QB,,,4000.0,SF
kylejuszczyk,501150.0,40972219.0,RB,SF,RB65,RB,2.9,65.0,4000.0,SF
kylepitts,1123026.0,40972745.0,TE,ATL,TE11,TE,10.3,11.0,4000.0,ATL
kylermurray,879799.0,40972429.0,66.0,,,QB,,,4000.0,ARI
kyletrask,910380.0,40972471.0,66.0,,,QB,,,4000.0,ATL
kylewilliams,1227157.0,40973088.0,WR,NE,WR99,WR,3.5,99.0,3000.0,NE
kyrenwilliams,1167361.0,40972895.0,RB,LAR,RB12,RB,15.0,12.0,6600.0,LAR
kyreserowan,1180557.0,40972974.0,68.0,,,WR,,,3000.0,DEN
laddmcconkey,1218643.0,40973064.0,WR,LAC,WR16,WR,13.6,16.0,6300.0,LAC
lancemccutcheon,1056392.0,40972594.0,68.0,,,WR,,,3000.0,TEN
lanlarison,1215658.0,40973052.0,67.0,,,RB,,,4000.0,NE
laquontreadwell,748554.0,40972314.0,WR,IND,WR151,WR,0.0,151.0,3000.0,IND
lawrencecager,880123.0,40972432.0,69.0,,,TE,,,2500.0,WAS
lequintallen,1378840.0,40973273.0,RB,JAC,RB72,RB,1.5,72.0,4100.0,JAX
lewnichols,1166480.0,40972892.0,67.0,,,RB,,,4000.0,PIT
liljordanhumphrey,920758.0,40972509.0,WR,DEN,WR134,WR,0.8,134.0,3000.0,DEN
lucaskrull,1122323.0,40972739.0,69.0,,,TE,,,2500.0,DEN
lukefarrell,946541.0,40972545.0,TE,SF,TE73,TE,1.6,73.0,2500.0,SF
lukefloriea,1218880.0,40973072.0,68.0,,,WR,,,3000.0,CLE
lukegrimm,1225702.0,40973082.0,68.0,,,WR,,,3000.0,LAC
lukelachey,1215927.0,40973054.0,69.0,,,TE,,,2500.0,HOU
lukemccaffrey,1164846.0,40972870.0,68.0,,,WR,,,3000.0,WAS
macjones,973945.0,40972551.0,QB,SF,QB45,QB,0.4,45.0,5000.0,SF
mackhollins,702808.0,40972279.0,WR,NE,WR56,WR,8.5,56.0,4200.0,NE
malachicorley,1215291.0,40973048.0,WR,CLE,WR119,WR,2.2,119.0,3000.0,CLE
maliknabers,1286059.0,40973169.0,68.0,,,WR,,,3000.0,NYG
malikturner,830686.0,40972354.0,68.0,,,WR,,,3000.0,SF
malikwashington,1173255.0,40972927.0,WR,MIA,WR59,WR,8.1,59.0,4300.0,MIA
marcedeslewis,214197.0,40972209.0,69.0,,,TE,,,2500.0,DEN
marcusmariota,607843.0,40972260.0,QB,WAS,QB24,QB,14.4,24.0,5200.0,WAS
markredman,1213730.0,40973002.0,69.0,,,TE,,,2500.0,LAR
marquezvaldesscantling,742382.0,40972302.0,68.0,,,WR,,,3000.0,PIT
marvinharrison,1287828.0,40973208.0,WR,ARI,WR43,WR,9.4,43.0,6000.0,ARI
marvinmims,1213799.0,40973005.0,WR,DEN,WR88,WR,4.5,88.0,3800.0,DEN
masonkinsey,1215308.0,40973050.0,68.0,,,WR,,,3000.0,TEN
masonpline,1466721.0,40973317.0,69.0,,,TE,,,2500.0,NO
masonrudolph,823220.0,40972344.0,QB,PIT,QB36,QB,0.5,36.0,4600.0,PIT
masontaylor,1381263.0,40973281.0,TE,NYJ,TE24,TE,7.3,24.0,3300.0,NYJ
masontipton,1182695.0,40972986.0,WR,NO,WR87,WR,4.6,87.0,3000.0,NO
matthewstafford,323205.0,40972215.0,QB,LAR,QB6,QB,19.9,6.0,7000.0,LAR
mattsokol,824177.0,40972345.0,69.0,,,TE,,,2500.0,PIT
maxbrosmer,1169329.0,40972905.0,QB,MIN,QB32,QB,11.3,32.0,4000.0,MIN
maxhurleman,1217021.0,40973062.0,68.0,,,WR,,,3000.0,PIT
mecolehardman,922026.0,40972515.0,68.0,,,WR,,,3000.0,BUF
messiahswinson,1124355.0,40972763.0,69.0,,,TE,,,2500.0,ARI
michaelbandy,920482.0,40972507.0,68.0,,,WR,,,3000.0,DEN
michaelburton,556483.0,40972230.0,67.0,,,RB,,,4000.0,DEN
michaelcarter,976329.0,40972568.0,RB,ARI,RB46,RB,6.0,46.0,4200.0,ARI
michaelmayer,1232592.0,40973135.0,69.0,,,TE,,,2800.0,LV
michaelpenix,1107478.0,40972667.0,66.0,,,QB,,,4000.0,ATL
michaelpittman,911348.0,40972483.0,WR,IND,WR21,WR,12.9,21.0,5800.0,IND
michaelwiley,1179244.0,40972960.0,67.0,,,RB,,,4000.0,TB
michaelwilson,1123529.0,40972753.0,WR,ARI,WR22,WR,12.8,22.0,5900.0,ARI
mikeevans,593587.0,40972240.0,68.0,,,WR,,,3000.0,TB
mikewhite,741785.0,40972301.0,66.0,,,QB,,,4000.0,CAR
mitchellevans,1289471.0,40973218.0,TE,CAR,TE71,TE,1.7,71.0,2500.0,CAR
mitchellfraboni,843733.0,40972396.0,69.0,,,TE,,,2500.0,DEN
mitchelltrubisky,728169.0,40972287.0,QB,BUF,QB53,QB,0.4,53.0,4000.0,BUF
moaliecox,712506.0,40972283.0,TE,IND,TE68,TE,1.9,68.0,2500.0,IND
molikimatavao,1286173.0,40973175.0,69.0,,,TE,,,2500.0,NO
mylesprice,1228728.0,40973097.0,68.0,,,WR,,,3000.0,MIN
najeeharris,973964.0,40972555.0,67.0,,,RB,,,4000.0,LAC
nateadkins,1132517.0,40972821.0,TE,DEN,TE94,TE,0.6,94.0,2500.0,DEN
nathancarter,1214132.0,40973021.0,RB,ATL,RB112,RB,0.0,112.0,4000.0,ATL
nickchubb,822857.0,40972340.0,RB,HOU,RB59,RB,4.4,59.0,4800.0,HOU
nickkallerup,1164736.0,40972866.0,TE,SEA,TE87,TE,0.8,87.0,2500.0,SEA
nickmullens,748309.0,40972313.0,QB,JAC,QB56,QB,0.4,56.0,4000.0,JAX
nickmuse,1049792.0,40972588.0,69.0,,,TE,,,2500.0,LAR
nicknash,1165650.0,40972884.0,68.0,,,WR,,,3000.0,ATL
nickvannett,606488.0,40972251.0,TE,LAR,TE103,TE,0.0,103.0,2500.0,LAR
nickwestbrookikhine,883259.0,40972447.0,WR,MIA,WR115,WR,2.4,115.0,3000.0,MIA
nicocollins,1074698.0,40972651.0,WR,HOU,WR10,WR,15.7,10.0,6700.0,HOU
noahbrown,836103.0,40972371.0,68.0,,,WR,,,3000.0,WAS
olliegordon,1377766.0,40973271.0,RB,MIA,RB54,RB,5.0,54.0,4300.0,MIA
omarionhampton,1398572.0,40973303.0,67.0,,,RB,,,5900.0,LAC
orondegadsden,1325624.0,40973258.0,TE,LAC,TE6,TE,11.6,6.0,4300.0,LAC
owenwright,1049797.0,40972590.0,67.0,,,RB,,,4000.0,TB
panthers,364.0,40972206.0,DST,CAR,DST31,DST,4.4,31.0,2100.0,CAR
parkerwashington,1229074.0,40973103.0,WR,JAC,WR40,WR,9.9,40.0,5400.0,JAX
patbryant,1305866.0,40973228.0,WR,DEN,WR77,WR,6.1,77.0,3200.0,DEN
patfreiermuth,1116662.0,40972709.0,TE,PIT,TE29,TE,6.6,29.0,3100.0,PIT
patrickherbert,1168753.0,40972899.0,69.0,,,TE,,,2500.0,JAX
patrickmurtagh,1446717.0,40973313.0,69.0,,,TE,,,2500.0,DEN
patricktaylor,943635.0,40972535.0,67.0,,,RB,,,4000.0,SF
patriots,348.0,40972195.0,DST,NE,DST8,DST,7.2,8.0,3500.0,NE
paynedurham,1130260.0,40972800.0,TE,TB,TE86,TE,1.0,86.0,2500.0,TB
pharaohbrown,689689.0,40972268.0,TE,ARI,TE90,TE,0.8,90.0,2500.0,ARI
phillipdorsett,596417.0,40972242.0,68.0,,,WR,,,3000.0,LV
pukanacua,1162128.0,40972846.0,WR,LAR,WR5,WR,18.7,5.0,9000.0,LAR
quentinjohnston,1213865.0,40973007.0,WR,LAC,WR38,WR,9.9,38.0,4900.0,LAC
quentinskinner,1225703.0,40973084.0,68.0,,,WR,,,3000.0,NYJ
quinnewers,1333868.0,40973270.0,66.0,,,QB,,,4000.0,MIA
quinshonjudkins,1383807.0,40973289.0,RB,CLE,RB23,RB,12.2,23.0,6200.0,CLE
quintezcephus,924362.0,40972525.0,68.0,,,WR,,,3000.0,HOU
quintinmorris,1059680.0,40972619.0,TE,JAC,TE81,TE,1.3,81.0,2500.0,JAX
rachaadwhite,1229343.0,40973109.0,RB,TB,RB42,RB,7.3,42.0,5000.0,TB
raheemmostert,606501.0,40972253.0,RB,LV,RB62,RB,3.9,62.0,4000.0,LV
raheimsanders,1285895.0,40973157.0,67.0,,,RB,,,4000.0,CLE
raiders,341.0,40972191.0,DST,LV,DST25,DST,5.7,25.0,2500.0,LV
rams,343.0,40972192.0,DST,LAR,DST4,DST,8.7,4.0,3800.0,LAR
rashidshaheed,923412.0,40972519.0,WR,SEA,WR63,WR,7.2,63.0,4500.0,SEA
raydavis,1165229.0,40972881.0,RB,BUF,RB70,RB,1.6,70.0,4000.0,BUF
rayraymccloud,867759.0,40972416.0,WR,NYG,WR156,WR,0.0,156.0,3000.0,NYG
reggiegilliam,915066.0,40972495.0,RB,BUF,RB104,RB,0.0,104.0,4000.0,BUF
rhamondrestevenson,1174682.0,40972933.0,RB,NE,RB39,RB,7.8,39.0,5100.0,NE
rickypearsall,1161416.0,40972832.0,WR,SF,WR53,WR,8.7,53.0,5200.0,SF
rickywhite,1229846.0,40973125.0,68.0,,,WR,,,3000.0,SEA
ricodowdle,933480.0,40972529.0,RB,CAR,RB16,RB,14.4,16.0,6900.0,CAR
rileyleonard,1290165.0,40973223.0,QB,IND,QB50,QB,0.4,50.0,4000.0,IND
rivercracraft,749681.0,40972318.0,68.0,,,WR,,,3000.0,WAS
rjharvey,1172401.0,40972919.0,RB,DEN,RB18,RB,13.7,18.0,5400.0,DEN
robbiechosen,608360.0,40972261.0,WR,FA,WR139,WR,0.5,139.0,3000.0,WAS
robbieouzts,1285958.0,40973163.0,TE,SEA,TE92,RB,0.7,92.0,4000.0,SEA
romanwilson,1229669.0,40973121.0,WR,PIT,WR89,WR,4.3,89.0,3000.0,PIT
rondalemoore,1130270.0,40972802.0,68.0,,,WR,,,3000.0,MIN
ronniebell,1130213.0,40972796.0,68.0,,,WR,,,3000.0,NO
ronnierivers,976804.0,40972578.0,RB,LAR,RB113,RB,0.0,113.0,4000.0,LAR
rushawnbaker,1319008.0,40973236.0,67.0,,,RB,,,4000.0,NE
russellwilson,401534.0,40972217.0,QB,NYG,QB49,QB,0.4,49.0,4000.0,NYG
ryanmiller,1118668.0,40972714.0,WR,TB,WR164,WR,0.0,164.0,3000.0,TB
saints,350.0,40972196.0,DST,NO,DST20,DST,6.1,20.0,2800.0,NO
salcannella,976731.0,40972572.0,69.0,,,TE,,,2500.0,CLE
salvonahmed,1049246.0,40972583.0,67.0,,,RB,,,4000.0,IND
samdarnold,880026.0,40972431.0,QB,SEA,QB15,QB,16.9,15.0,5600.0,SEA
samehlinger,975829.0,40972563.0,66.0,,,QB,,,4000.0,DEN
samhartman,1109711.0,40972687.0,66.0,,,QB,,,4000.0,WAS
scottmatlock,1130595.0,40972808.0,67.0,,,RB,,,4000.0,LAC
scottymiller,866578.0,40972410.0,WR,PIT,WR162,WR,0.0,162.0,3000.0,PIT
seahawks,361.0,40972203.0,DST,SEA,DST1,DST,9.8,1.0,3900.0,SEA
seanmckeon,911020.0,40972477.0,69.0,,,TE,,,2500.0,IND
seantucker,1228633.0,40973094.0,RB,TB,RB49,RB,5.8,49.0,5500.0,TB
shanebuechele,911619.0,40972485.0,66.0,,,QB,,,4000.0,BUF
shedeursanders,1272321.0,40973150.0,QB,CLE,QB31,QB,11.9,31.0,4200.0,CLE
shedrickjackson,1114364.0,40972705.0,68.0,,,WR,,,3000.0,LV
simifehoko,1123496.0,40972749.0,68.0,,,WR,,,3000.0,ARI
sinceremccormick,1166235.0,40972888.0,67.0,,,RB,,,4000.0,ARI
skylarthompson,913829.0,40972494.0,66.0,,,QB,,,4000.0,PIT
skyymoore,1176730.0,40972948.0,WR,SF,WR149,WR,0.0,149.0,3000.0,SF
spencerrattler,1174752.0,40972935.0,QB,NO,QB57,QB,0.3,57.0,4000.0,NO
steelers,356.0,40972200.0,DST,PIT,DST21,DST,6.0,21.0,2600.0,PIT
stefondiggs,694041.0,40972273.0,WR,NE,WR20,WR,13.3,20.0,6200.0,NE
stephengosnell,1215078.0,40973044.0,68.0,,,WR,,,3000.0,BUF
sterlingshepard,691278.0,40972270.0,WR,TB,WR82,WR,5.7,82.0,4100.0,TB
stetsonbennett,1069763.0,40972650.0,66.0,,,QB,,,4000.0,LAR
stonesmartt,1056865.0,40972600.0,TE,NYJ,TE107,TE,0.0,107.0,2500.0,NYJ
tahjwashington,1173032.0,40972925.0,68.0,,,WR,,,3000.0,MIA
taifelton,1287587.0,40973195.0,WR,MIN,WR167,WR,0.0,167.0,3000.0,MIN
tankdell,1128222.0,40972782.0,68.0,,,WR,,,3000.0,HOU
tannerconner,946261.0,40972543.0,69.0,,,TE,,,2500.0,MIA
tannertaula,1060890.0,40972629.0,69.0,,,TE,,,2500.0,TB
taysomhill,503184.0,40972223.0,TE,NO,TE22,TE,7.6,22.0,2700.0,NO
teaganquitoriano,1128538.0,40972788.0,TE,ATL,TE83,TE,1.1,83.0,2500.0,ATL
teddybridgewater,592195.0,40972238.0,QB,TB,QB33,QB,0.6,33.0,4400.0,TB
tejhaunpalmer,1315586.0,40973232.0,68.0,,,WR,,,3000.0,ARI
terranceferguson,1286179.0,40973179.0,TE,LAR,TE40,TE,4.2,40.0,2500.0,LAR
terrelljennings,1182082.0,40972982.0,RB,NE,RB73,RB,1.4,73.0,4100.0,NE
terrymclaurin,836116.0,40972373.0,WR,WAS,WR51,WR,8.7,51.0,5200.0,WAS
tetairoamcmillan,1380576.0,40973279.0,WR,CAR,WR15,WR,13.8,15.0,6100.0,CAR
texans,325.0,40972186.0,DST,HOU,DST10,DST,7.1,10.0,2900.0,HOU
tezjohnson,1214837.0,40973039.0,WR,TB,WR50,WR,8.8,50.0,4200.0,TB
theojohnson,1214414.0,40973031.0,TE,NYG,TE15,TE,9.5,15.0,3800.0,NYG
theowease,1162602.0,40972850.0,68.0,,,WR,,,3000.0,MIA
thomasfidone,1287655.0,40973200.0,69.0,,,TE,,,2500.0,NYG
thomasodukoya,1108526.0,40972678.0,69.0,,,TE,,,2500.0,NE
thomasyassmin,1107326.0,40972665.0,69.0,,,TE,,,2500.0,LAC
timjones,1056747.0,40972598.0,68.0,,,WR,,,3000.0,JAX
timpatrick,838179.0,40972384.0,WR,JAC,WR100,WR,3.5,100.0,3000.0,JAX
tipreiman,1229489.0,40973113.0,69.0,,,TE,,,2500.0,ARI
titans,336.0,40972189.0,DST,TEN,DST22,DST,5.8,22.0,2200.0,TEN
tjhockenson,923915.0,40972523.0,TE,MIN,TE26,TE,7.1,26.0,3500.0,MIN
tommydevito,1060671.0,40972628.0,66.0,,,QB,,,4000.0,NE
tommytremble,1130555.0,40972806.0,TE,CAR,TE49,TE,2.6,49.0,2500.0,CAR
tonypollard,880398.0,40972438.0,RB,TEN,RB34,RB,9.3,34.0,4900.0,TEN
toryhorton,1223393.0,40973080.0,68.0,,,WR,,,3000.0,SEA
travisetienne,978577.0,40972581.0,RB,JAC,RB13,RB,15.0,13.0,6500.0,JAX
travishunter,1399275.0,40973305.0,68.0,,,WR,,,3000.0,JAX
travisvokolek,1068822.0,40972644.0,69.0,,,TE,,,2500.0,ARI
trayveonwilliams,910605.0,40972473.0,RB,LAC,RB81,RB,0.9,81.0,4000.0,LAC
treharris,1214633.0,40973033.0,WR,LAC,WR105,WR,3.1,105.0,3100.0,LAC
trentonirwin,884943.0,40972463.0,68.0,,,WR,,,3000.0,NYJ
trentsherfield,835861.0,40972369.0,68.0,,,WR,,,3000.0,ARI
trenttaylor,733849.0,40972292.0,68.0,,,WR,,,3000.0,SF
tretucker,1164979.0,40972879.0,WR,LV,WR41,WR,9.9,41.0,4800.0,LV
treveyonhenderson,1287837.0,40973210.0,RB,NE,RB6,RB,17.9,6.0,6100.0,NE
trevoretienne,1394803.0,40973297.0,RB,CAR,RB78,RB,1.0,78.0,4000.0,CAR
trevorlawrence,1110711.0,40972696.0,QB,JAC,QB14,QB,17.1,14.0,5400.0,JAX
trevorsiemian,546184.0,40972226.0,66.0,,,QB,,,4000.0,TEN
treybenson,1248031.0,40973142.0,67.0,,,RB,,,5400.0,ARI
treylance,1130975.0,40972816.0,66.0,,,QB,,,4000.0,LAC
treylonburks,1172024.0,40972913.0,WR,WAS,WR144,WR,0.2,144.0,3000.0,WAS
treymcbride,1108161.0,40972676.0,TE,ARI,TE1,TE,17.9,1.0,7800.0,ARI
treypalmer,1161739.0,40972838.0,68.0,,,WR,,,3000.0,NO
treysermon,976236.0,40972564.0,67.0,,,RB,,,4000.0,PIT
treytonwelch,1172752.0,40972921.0,69.0,,,TE,,,2500.0,NO
troyfranklin,1286176.0,40973177.0,WR,DEN,WR23,WR,12.8,23.0,5300.0,DEN
truedwards,1321029.0,40973240.0,68.0,,,WR,,,3000.0,LAR
tuatagovailoa,973947.0,40972552.0,QB,MIA,QB21,QB,15.6,21.0,4900.0,MIA
tuckerfisk,1060299.0,40972621.0,TE,LAC,TE79,TE,1.3,79.0,2500.0,LAC
tutuatwell,1106760.0,40972657.0,WR,LAR,WR128,WR,1.3,128.0,3300.0,LAR
tychandler,1059576.0,40972615.0,67.0,,,RB,,,4000.0,MIN
tyjaespears,1169430.0,40972908.0,RB,TEN,RB36,RB,8.6,36.0,4700.0,TEN
tyjohnson,877784.0,40972425.0,RB,BUF,RB58,RB,4.6,58.0,4600.0,BUF
tylerallgeier,1131198.0,40972819.0,RB,ATL,RB41,RB,7.4,41.0,4500.0,ATL
tylerbadie,1124338.0,40972761.0,RB,DEN,RB68,RB,2.4,68.0,4000.0,DEN
tylerconklin,861278.0,40972398.0,TE,LAC,TE84,TE,1.1,84.0,2600.0,LAC
tylergoodson,1168918.0,40972901.0,RB,IND,RB87,RB,0.8,87.0,4000.0,IND
tylerhigbee,604176.0,40972246.0,69.0,,,TE,,,2500.0,LAR
tylerjohnson,911236.0,40972479.0,WR,NYJ,WR155,WR,0.0,155.0,3000.0,NYJ
tylerlockett,605242.0,40972249.0,WR,LV,WR76,WR,6.2,76.0,3800.0,LV
tylerott,553024.0,40972227.0,69.0,,,TE,,,2500.0,WAS
tylerscott,1214112.0,40973019.0,68.0,,,WR,,,3000.0,LAR
tylershough,1110306.0,40972692.0,QB,NO,QB25,QB,14.0,25.0,4400.0,NO
tylerwarren,1229083.0,40973105.0,TE,IND,TE5,TE,11.8,5.0,5200.0,IND
tyreejackson,881048.0,40972442.0,69.0,,,TE,,,2500.0,WAS
tyreekhill,823156.0,40972342.0,68.0,,,WR,,,3000.0,MIA
tyrellshavers,973949.0,40972553.0,WR,BUF,WR94,WR,4.0,94.0,3200.0,BUF
tyrodtaylor,399579.0,40972216.0,QB,NYJ,QB23,QB,14.9,23.0,4300.0,NYJ
tyronetracy,1109708.0,40972685.0,RB,NYG,RB26,RB,11.2,26.0,5600.0,NYG
ulyssesbentley,1173485.0,40972931.0,67.0,,,RB,,,4000.0,IND
vanjefferson,884080.0,40972455.0,WR,TEN,WR73,WR,6.3,73.0,3400.0,TEN
velusjones,919304.0,40972503.0,67.0,,,RB,,,4000.0,SEA
vikings,347.0,40972194.0,DST,MIN,DST26,DST,5.6,26.0,2300.0,MIN
wandalerobinson,1164875.0,40972872.0,WR,NYG,WR14,WR,14.0,14.0,6000.0,NYG
willdissly,837806.0,40972378.0,69.0,,,TE,,,2500.0,LAC
willhoward,1213782.0,40973004.0,66.0,,,QB,,,4000.0,PIT
willlevis,1116663.0,40972711.0,66.0,,,QB,,,4000.0,TEN
willmallory,1121873.0,40972731.0,69.0,,,TE,,,2500.0,IND
woodymarks,1231652.0,40973129.0,RB,HOU,RB22,RB,12.3,22.0,5800.0,HOU
xavierhutchinson,1213636.0,40972998.0,WR,HOU,WR91,WR,4.2,91.0,3000.0,HOU
xavierlegette,1180321.0,40972966.0,WR,CAR,WR70,WR,6.5,70.0,3900.0,CAR
xavierrestrepo,1214183.0,40973023.0,WR,TEN,WR112,WR,2.7,112.0,3000.0,TEN
xaviersmith,1137635.0,40972825.0,WR,LAR,WR131,WR,1.1,131.0,3000.0,LAR
xavierweaver,1180538.0,40972972.0,WR,ARI,WR108,WR,2.9,108.0,3000.0,ARI
zachcharbonnet,1164530.0,40972864.0,RB,SEA,RB33,RB,9.6,33.0,4800.0,SEA
zachdavidson,1283807.0,40973155.0,69.0,,,TE,,,2500.0,NYG
zachertz,503177.0,40972221.0,TE,WAS,TE18,TE,9.2,18.0,4000.0,WAS
zachwilson,1108052.0,40972675.0,QB,MIA,QB58,QB,0.3,58.0,4000.0,MIA
zachwood,606799.0,40972257.0,69.0,,,TE,,,2500.0,NO
zairemitchellpaden,1289220.0,40973214.0,69.0,,,TE,,,2500.0,NO
zamirwhite,1110697.0,40972694.0,RB,LV,RB85,RB,0.8,85.0,4000.0,LV
zavierscott,1067309.0,40972642.0,RB,MIN,RB91,RB,0.5,91.0,4000.0,MIN
zayjones,746491.0,40972310.0,68.0,,,WR,,,3000.0,ARI
zonovanknight,1163866.0,40972856.0,RB,ARI,RB31,RB,10.2,31.0,5200.0,ARI
